0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	2
12	2
13	2
14	2
15	2
16	2
17	2
18	3
19	3
20	2
21	2
22	2
23	2
24	2
25	3
26	3
27	2
28	2
29	2
30	1
31	1
32	1
33	1
34	1
35	2
36	2
37	3
38	3
39	2
40	3
41	2
42	2
43	3
44	3
45	3
46	3
47	3
48	2
49	3
50	3
51	3
52	1
53	1
54	1
55	1
56	1
57	2
58	2
59	2
60	2
61	1
62	1
63	2
64	2
65	2
66	2
67	1
68	1
69	3
70	3
71	3
72	3
73	2
74	2
75	2
76	2
77	3
78	3
79	3
80	3
81	1
82	1
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	3
98	2
99	3
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	2
108	2
109	3
110	3
111	3
112	3
113	3
114	2
115	2
116	2
117	1
118	1
119	3
120	3
121	2
122	2
123	2
124	2
125	3
126	3
127	3
128	3
129	2
130	3
131	1
132	1
133	2
134	2
135	2
136	2
137	3
138	3
139	3
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	2
149	2
150	2
151	2
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	2
171	2
172	2
173	2
174	2
175	2
176	2
177	2
178	2
179	2
180	2
181	2
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	2
191	3
192	3
193	2
194	3
195	2
196	2
197	2
198	2
199	2
200	3
201	2
202	2
203	2
204	2
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	2
217	2
218	2
219	1
220	1
221	1
222	3
223	3
224	3
225	3
226	3
227	3
228	3
229	3
230	2
231	2
232	3
233	3
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	3
242	3
243	3
244	2
245	2
246	3
247	3
248	2
249	1
250	1
251	1
252	1
253	1
254	2
255	2
256	2
257	2
258	2
259	3
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	3
269	3
270	3
271	3
272	3
273	3
274	3
275	3
276	3
277	3
278	3
279	3
280	3
281	3
282	3
283	3
0	3
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	2
12	2
13	2
14	2
15	2
16	2
17	2
18	3
19	3
20	2
21	2
22	2
23	2
24	2
25	3
26	3
27	2
28	2
29	2
30	1
31	1
32	1
33	1
34	1
35	2
36	2
37	3
38	3
39	2
40	3
41	2
42	2
43	3
44	3
45	3
46	3
47	3
48	2
49	3
50	3
51	3
52	1
53	1
54	1
55	1
56	1
57	2
58	2
59	2
60	2
61	1
62	1
63	2
64	2
65	2
66	2
67	1
68	1
69	3
70	3
71	3
72	3
73	2
74	2
75	2
76	2
77	3
78	3
79	3
80	3
81	1
82	1
83	3
84	3
85	3
86	3
87	3
88	3
89	3
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	3
98	2
99	3
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	2
108	2
109	3
110	3
111	3
112	3
113	3
114	2
115	2
116	2
117	1
118	1
119	3
120	3
121	2
122	2
123	2
124	2
125	3
126	3
127	3
128	3
129	2
130	3
131	1
132	1
133	2
134	2
135	2
136	2
137	3
138	3
139	3
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	2
149	2
150	2
151	2
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	3
168	3
169	3
170	2
171	2
172	2
173	2
174	2
175	2
176	2
177	2
178	2
179	2
180	2
181	2
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	2
191	3
192	3
193	2
194	3
195	2
196	2
197	2
198	2
199	2
200	3
201	2
202	2
203	2
204	2
205	2
206	2
207	2
208	2
209	2
210	2
211	2
212	2
213	2
214	2
215	2
216	2
217	2
218	2
219	1
220	1
221	1
222	3
223	3
224	3
225	3
226	3
227	3
228	3
229	3
230	2
231	2
232	3
233	3
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	3
242	3
243	3
244	2
245	2
246	3
247	3
248	2
249	1
250	1
251	1
252	1
253	1
254	2
255	2
256	2
257	2
258	2
259	3
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	3
269	3
270	3
271	3
272	3
273	3
274	3
275	3
276	3
277	3
278	3
279	3
280	3
281	3
282	3
283	3
